timestamp,device_id,location,temperature,humidity,vibration_level,inventory_status,stock_quantity,order_id,order_placed_date,expected_delivery_date,actual_delivery_date,supplier_id,supplier_rating,logistics_partner,shipment_status,social_media_feed,news_alert,weather_condition,system_log_message,manual_risk_label
2024-04-15 09:00:34,sensor_25,Warehouse_A,21.0,41.23,0.62,in-stock,199,ORD1535,2024-04-05 09:00:34,2024-04-17 09:00:34,2024-04-17 09:00:34,SUP_179,4.16,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-02-07 22:41:19,sensor_1,Hub_C,25.71,63.32,0.62,in-stock,319,ORD5280,2024-01-30 22:41:19,2024-02-11 22:41:19,2024-02-07 22:41:19,SUP_144,2.47,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-04-23 06:43:27,sensor_48,Warehouse_A,30.76,68.22,0.74,in-stock,69,ORD8749,2024-04-18 06:43:27,2024-04-25 06:43:27,2024-05-08 06:43:27,SUP_153,2.38,BlueDart,in-transit,Severe disruption warning,Port shutdown due to strike,storm,Critical error detected,2
2024-03-06 22:41:44,sensor_38,Warehouse_A,25.09,56.54,0.15,in-stock,307,ORD9280,2024-02-28 22:41:44,2024-03-10 22:41:44,2024-03-16 22:41:44,SUP_109,3.35,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-03-05 15:34:22,sensor_49,Port_B,28.19,52.59,0.64,in-stock,110,ORD9801,2024-02-27 15:34:22,2024-03-10 15:34:22,2024-03-05 15:34:22,SUP_193,3.65,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-05-07 18:09:31,sensor_22,Port_B,18.44,42.12,4.39,in-stock,190,ORD2029,2024-04-22 18:09:31,2024-05-08 18:09:31,2024-05-10 18:09:31,SUP_103,4.3,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-01-27 18:05:54,sensor_44,Hub_C,26.2,57.33,0.11,in-stock,277,ORD4541,2024-01-15 18:05:54,2024-01-28 18:05:54,2024-02-06 18:05:54,SUP_181,4.26,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-04-19 18:53:18,sensor_3,Port_B,29.83,36.28,1.05,in-stock,252,ORD2059,2024-04-07 18:53:18,2024-04-20 18:53:18,2024-04-21 18:53:18,SUP_103,1.27,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-05-04 13:34:50,sensor_3,Hub_C,25.57,40.61,5.79,in-stock,168,ORD9132,2024-04-26 13:34:50,2024-05-08 13:34:50,2024-05-07 13:34:50,SUP_142,3.82,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-08-03 10:07:59,sensor_37,Hub_C,20.55,51.94,1.96,in-stock,143,ORD9093,2024-07-27 10:07:59,2024-08-08 10:07:59,2024-08-08 10:07:59,SUP_124,2.07,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-10-07 03:56:22,sensor_7,Warehouse_A,20.23,40.46,2.32,in-stock,393,ORD1085,2024-09-28 03:56:22,2024-10-11 03:56:22,2024-10-07 03:56:22,SUP_146,4.04,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-10-17 14:05:39,sensor_26,Port_B,21.78,60.3,2.92,in-stock,258,ORD9199,2024-10-10 14:05:39,2024-10-20 14:05:39,2024-10-27 14:05:39,SUP_103,1.68,BlueDart,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-04-03 09:29:23,sensor_29,Port_B,27.25,44.1,1.93,in-stock,300,ORD9551,2024-03-21 09:29:23,2024-04-05 09:29:23,2024-04-03 09:29:23,SUP_173,1.59,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-02-16 17:08:03,sensor_39,Hub_C,23.07,56.67,1.34,in-stock,471,ORD3156,2024-02-04 17:08:03,2024-02-17 17:08:03,2024-03-07 17:08:03,SUP_134,2.45,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-04-08 12:07:15,sensor_33,Warehouse_A,25.99,51.66,2.23,in-stock,181,ORD5552,2024-03-30 12:07:15,2024-04-10 12:07:15,2024-04-08 12:07:15,SUP_178,4.11,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-12-17 21:38:46,sensor_33,Port_B,25.01,30.62,0.82,in-stock,380,ORD3485,2024-12-11 21:38:46,2024-12-21 21:38:46,2024-12-22 21:38:46,SUP_101,3.8,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-02-20 00:58:12,sensor_47,Warehouse_A,27.9,51.48,0.41,in-stock,212,ORD1844,2025-02-11 00:58:12,2025-02-24 00:58:12,2025-02-23 00:58:12,SUP_186,2.98,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-02-19 02:22:54,sensor_37,Warehouse_A,21.81,47.58,7.4,in-stock,367,ORD9482,2025-02-05 02:22:54,2025-02-24 02:22:54,2025-03-11 02:22:54,SUP_139,3.81,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-11 20:22:14,sensor_23,Hub_C,23.46,46.53,0.34,in-stock,224,ORD3674,2024-07-03 20:22:14,2024-07-15 20:22:14,2024-07-14 20:22:14,SUP_113,4.28,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-07-22 03:51:43,sensor_24,Hub_C,24.53,49.14,1.94,in-stock,282,ORD9147,2024-07-10 03:51:43,2024-07-23 03:51:43,2024-08-11 03:51:43,SUP_192,2.95,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-05-12 10:03:05,sensor_24,Warehouse_A,23.83,41.06,0.62,in-stock,285,ORD6537,2024-04-27 10:03:05,2024-05-14 10:03:05,2024-05-12 10:03:05,SUP_169,1.85,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-01-27 18:18:16,sensor_11,Warehouse_A,29.72,54.46,2.18,low,48,ORD7244,2025-01-22 18:18:16,2025-01-28 18:18:16,2025-01-29 18:18:16,SUP_101,4.15,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-09-14 07:07:10,sensor_11,Warehouse_A,25.71,54.75,0.66,in-stock,339,ORD8572,2024-09-08 07:07:10,2024-09-15 07:07:10,2024-09-17 07:07:10,SUP_195,2.76,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-12-29 13:15:17,sensor_41,Warehouse_A,16.58,29.35,1.45,in-stock,471,ORD6913,2024-12-16 13:15:17,2025-01-02 13:15:17,2024-12-31 13:15:17,SUP_147,4.4,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-10-01 21:47:59,sensor_48,Port_B,24.81,47.6,0.31,in-stock,404,ORD8368,2024-09-22 21:47:59,2024-10-05 21:47:59,2024-10-02 21:47:59,SUP_172,1.07,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-02-02 12:36:59,sensor_48,Hub_C,31.23,48.73,0.4,in-stock,281,ORD3621,2025-01-28 12:36:59,2025-02-04 12:36:59,2025-02-05 12:36:59,SUP_177,4.64,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-02-25 13:33:55,sensor_18,Warehouse_A,24.04,54.85,0.22,in-stock,320,ORD5804,2025-02-15 13:33:55,2025-03-01 13:33:55,2025-03-02 13:33:55,SUP_102,1.8,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-04-15 10:40:59,sensor_35,Hub_C,12.15,30.25,0.29,in-stock,88,ORD9060,2024-04-09 10:40:59,2024-04-18 10:40:59,2024-04-17 10:40:59,SUP_128,3.42,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-02-14 12:30:10,sensor_13,Warehouse_A,19.56,75.61,1.03,in-stock,418,ORD1397,2025-01-30 12:30:10,2025-02-15 12:30:10,2025-02-14 12:30:10,SUP_126,1.45,DHL,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-06-25 17:08:42,sensor_36,Warehouse_A,29.52,50.61,0.27,in-stock,458,ORD7342,2024-06-12 17:08:42,2024-06-29 17:08:42,2024-06-25 17:08:42,SUP_168,2.38,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-03-02 13:25:37,sensor_34,Port_B,22.98,58.29,0.93,in-stock,382,ORD8423,2024-02-24 13:25:37,2024-03-05 13:25:37,2024-03-03 13:25:37,SUP_118,1.98,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-08-10 23:17:13,sensor_41,Hub_C,23.46,66.41,0.13,in-stock,441,ORD7763,2024-07-31 23:17:13,2024-08-13 23:17:13,2024-08-10 23:17:13,SUP_160,1.91,FedEx,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-03-08 07:30:48,sensor_18,Port_B,24.46,49.45,3.0,in-stock,464,ORD4995,2024-02-25 07:30:48,2024-03-13 07:30:48,2024-03-10 07:30:48,SUP_178,4.0,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-06-12 09:53:18,sensor_11,Port_B,24.21,62.52,0.45,low,48,ORD6196,2024-05-28 09:53:18,2024-06-16 09:53:18,2024-06-22 09:53:18,SUP_104,1.41,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-08-31 07:46:07,sensor_3,Warehouse_A,20.99,39.4,0.99,in-stock,105,ORD9179,2024-08-22 07:46:07,2024-09-03 07:46:07,2024-09-03 07:46:07,SUP_155,3.93,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-03-29 08:12:47,sensor_2,Port_B,23.62,41.84,0.16,in-stock,435,ORD8598,2025-03-22 08:12:47,2025-04-02 08:12:47,2025-04-18 08:12:47,SUP_123,4.47,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-02-14 07:39:02,sensor_48,Warehouse_A,25.81,45.87,2.78,in-stock,227,ORD1130,2024-02-07 07:39:02,2024-02-15 07:39:02,2024-02-14 07:39:02,SUP_137,3.71,BlueDart,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-02-19 01:45:10,sensor_31,Hub_C,21.39,28.24,0.59,in-stock,403,ORD8933,2024-02-13 01:45:10,2024-02-24 01:45:10,2024-03-10 01:45:10,SUP_116,4.23,UPS,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-10-26 23:55:13,sensor_8,Warehouse_A,28.69,47.16,1.93,in-stock,333,ORD9974,2024-10-20 23:55:13,2024-10-29 23:55:13,2024-10-29 23:55:13,SUP_124,3.74,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-01-24 06:07:16,sensor_8,Warehouse_A,34.61,21.13,0.41,low,4,ORD6286,2024-01-13 06:07:16,2024-01-26 06:07:16,2024-01-24 06:07:16,SUP_145,1.8,FedEx,in-transit,Severe disruption warning,Port shutdown due to strike,storm,Critical error detected,2
2024-01-13 03:39:31,sensor_16,Warehouse_A,19.04,50.63,2.01,in-stock,448,ORD2102,2024-01-07 03:39:31,2024-01-18 03:39:31,2024-01-14 03:39:31,SUP_104,1.19,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-05-16 14:05:54,sensor_13,Port_B,26.69,48.72,0.04,in-stock,415,ORD3357,2024-05-03 14:05:54,2024-05-21 14:05:54,2024-05-21 14:05:54,SUP_124,2.6,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-01-18 05:58:24,sensor_17,Port_B,22.0,57.27,1.43,in-stock,475,ORD6102,2025-01-08 05:58:24,2025-01-20 05:58:24,2025-01-23 05:58:24,SUP_104,1.77,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-12-23 20:27:05,sensor_38,Warehouse_A,21.35,57.58,1.7,in-stock,340,ORD8896,2024-12-17 20:27:05,2024-12-26 20:27:05,2024-12-28 20:27:05,SUP_108,4.71,BlueDart,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-01-18 06:18:27,sensor_28,Port_B,28.67,31.82,4.71,in-stock,438,ORD5459,2024-01-08 06:18:27,2024-01-23 06:18:27,2024-01-23 06:18:27,SUP_138,4.93,BlueDart,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-02-22 04:49:00,sensor_21,Warehouse_A,22.97,43.83,0.73,in-stock,470,ORD8551,2025-02-07 04:49:00,2025-02-26 04:49:00,2025-02-27 04:49:00,SUP_172,4.88,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-05-03 20:58:46,sensor_13,Warehouse_A,25.03,54.63,0.07,in-stock,223,ORD3186,2024-04-20 20:58:46,2024-05-05 20:58:46,2024-05-04 20:58:46,SUP_179,2.3,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-07-16 02:26:29,sensor_32,Warehouse_A,35.26,40.76,0.24,in-stock,210,ORD4351,2024-07-10 02:26:29,2024-07-21 02:26:29,2024-07-16 02:26:29,SUP_100,1.75,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-12 05:35:52,sensor_9,Hub_C,23.2,62.72,2.06,in-stock,425,ORD1658,2024-07-04 05:35:52,2024-07-14 05:35:52,2024-08-01 05:35:52,SUP_195,2.09,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-11-01 05:48:56,sensor_24,Port_B,18.76,45.07,1.55,in-stock,249,ORD2417,2024-10-26 05:48:56,2024-11-03 05:48:56,2024-11-03 05:48:56,SUP_136,3.34,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-04-21 03:21:03,sensor_41,Port_B,27.37,42.79,1.38,in-stock,267,ORD9570,2024-04-09 03:21:03,2024-04-25 03:21:03,2024-04-24 03:21:03,SUP_130,4.42,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-06-14 16:51:59,sensor_47,Port_B,24.23,59.6,0.12,in-stock,98,ORD8173,2024-06-05 16:51:59,2024-06-19 16:51:59,2024-06-14 16:51:59,SUP_197,2.12,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-11-19 02:30:37,sensor_32,Port_B,8.62,41.82,1.01,in-stock,237,ORD4845,2024-11-11 02:30:37,2024-11-24 02:30:37,2024-11-19 02:30:37,SUP_106,3.22,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-02-07 07:21:51,sensor_34,Warehouse_A,30.75,62.24,4.28,in-stock,325,ORD9392,2024-01-28 07:21:51,2024-02-08 07:21:51,2024-02-07 07:21:51,SUP_172,4.82,BlueDart,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-10-17 10:15:33,sensor_49,Warehouse_A,33.11,58.24,3.19,in-stock,169,ORD9837,2024-10-04 10:15:33,2024-10-18 10:15:33,2024-10-22 10:15:33,SUP_176,3.53,UPS,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-05-24 12:22:23,sensor_34,Hub_C,24.12,49.05,0.69,in-stock,146,ORD7547,2024-05-09 12:22:23,2024-05-29 12:22:23,2024-05-26 12:22:23,SUP_149,3.15,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-03-31 19:41:09,sensor_37,Hub_C,20.32,52.63,0.58,in-stock,200,ORD8856,2025-03-22 19:41:09,2025-04-01 19:41:09,2025-03-31 19:41:09,SUP_175,3.13,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-02-07 05:32:43,sensor_43,Warehouse_A,34.51,47.12,1.3,in-stock,165,ORD1595,2025-02-02 05:32:43,2025-02-09 05:32:43,2025-02-09 05:32:43,SUP_161,2.83,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-01-04 03:19:13,sensor_17,Hub_C,28.61,27.61,3.34,in-stock,313,ORD3698,2023-12-27 03:19:13,2024-01-07 03:19:13,2024-01-09 03:19:13,SUP_162,4.13,DHL,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-01-28 17:29:26,sensor_24,Port_B,15.16,46.8,1.46,in-stock,373,ORD5182,2025-01-15 17:29:26,2025-01-29 17:29:26,2025-01-29 17:29:26,SUP_158,1.4,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-05-03 00:42:42,sensor_30,Hub_C,31.01,50.09,0.03,low,33,ORD4004,2025-04-22 00:42:42,2025-05-07 00:42:42,2025-05-08 00:42:42,SUP_112,2.38,FedEx,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-03-06 06:08:12,sensor_19,Port_B,29.75,32.85,1.02,low,18,ORD8403,2024-02-20 06:08:12,2024-03-11 06:08:12,2024-03-06 06:08:12,SUP_164,1.65,BlueDart,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-03-28 13:03:32,sensor_25,Port_B,27.35,49.15,1.99,in-stock,107,ORD2712,2024-03-21 13:03:32,2024-03-30 13:03:32,2024-04-02 13:03:32,SUP_105,3.37,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-04-11 09:35:28,sensor_30,Hub_C,33.63,57.52,1.26,in-stock,479,ORD6867,2024-04-04 09:35:28,2024-04-13 09:35:28,2024-04-11 09:35:28,SUP_183,2.63,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-06-06 02:18:49,sensor_47,Warehouse_A,26.57,37.13,1.74,low,38,ORD7846,2024-06-01 02:18:49,2024-06-07 02:18:49,2024-06-26 02:18:49,SUP_180,3.62,UPS,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-02-02 07:40:34,sensor_49,Hub_C,30.02,70.57,1.48,in-stock,120,ORD8231,2024-01-20 07:40:34,2024-02-04 07:40:34,2024-02-02 07:40:34,SUP_154,4.49,DHL,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-09-18 23:27:15,sensor_48,Hub_C,34.58,48.24,0.08,in-stock,294,ORD5581,2024-09-05 23:27:15,2024-09-21 23:27:15,2024-09-20 23:27:15,SUP_193,4.16,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-02-16 09:51:18,sensor_24,Warehouse_A,21.41,57.96,1.7,in-stock,386,ORD9163,2025-02-07 09:51:18,2025-02-19 09:51:18,2025-02-21 09:51:18,SUP_152,3.67,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-09-03 18:08:02,sensor_27,Warehouse_A,21.6,50.91,0.48,in-stock,443,ORD3463,2024-08-22 18:08:02,2024-09-04 18:08:02,2024-09-03 18:08:02,SUP_100,3.8,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-06-09 16:17:11,sensor_34,Port_B,24.0,38.37,1.43,in-stock,245,ORD6706,2024-05-28 16:17:11,2024-06-10 16:17:11,2024-06-19 16:17:11,SUP_156,1.47,BlueDart,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-03-31 15:02:25,sensor_1,Warehouse_A,27.05,53.57,0.51,in-stock,266,ORD8817,2024-03-19 15:02:25,2024-04-04 15:02:25,2024-03-31 15:02:25,SUP_184,3.27,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-03-16 06:06:31,sensor_43,Warehouse_A,21.84,52.73,1.96,low,32,ORD3134,2024-03-06 06:06:31,2024-03-19 06:06:31,2024-03-18 06:06:31,SUP_194,3.6,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-08-23 07:00:55,sensor_11,Port_B,17.77,45.35,1.01,in-stock,148,ORD5441,2024-08-15 07:00:55,2024-08-25 07:00:55,2024-08-23 07:00:55,SUP_198,3.45,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-08-21 13:21:02,sensor_15,Hub_C,22.02,30.53,0.64,in-stock,99,ORD2383,2024-08-06 13:21:02,2024-08-25 13:21:02,2024-08-23 13:21:02,SUP_160,3.43,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-07-16 20:22:14,sensor_33,Hub_C,22.89,46.64,0.04,in-stock,181,ORD3415,2024-07-08 20:22:14,2024-07-20 20:22:14,2024-07-17 20:22:14,SUP_131,4.09,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2025-03-02 10:51:56,sensor_24,Port_B,20.74,52.96,2.28,in-stock,227,ORD8627,2025-02-17 10:51:56,2025-03-03 10:51:56,2025-03-04 10:51:56,SUP_101,2.8,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-08-30 03:39:42,sensor_34,Port_B,22.42,71.25,1.03,in-stock,385,ORD9694,2024-08-24 03:39:42,2024-09-04 03:39:42,2024-08-30 03:39:42,SUP_127,2.86,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-01-23 07:00:24,sensor_32,Port_B,25.83,58.08,1.94,in-stock,201,ORD3979,2024-01-11 07:00:24,2024-01-25 07:00:24,2024-01-28 07:00:24,SUP_145,1.99,UPS,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-01-31 01:36:55,sensor_15,Hub_C,19.62,41.01,0.21,in-stock,387,ORD5163,2024-01-20 01:36:55,2024-02-03 01:36:55,2024-02-15 01:36:55,SUP_100,1.93,FedEx,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-11-27 17:15:17,sensor_7,Warehouse_A,28.42,49.45,0.59,in-stock,360,ORD3955,2024-11-14 17:15:17,2024-12-01 17:15:17,2024-11-30 17:15:17,SUP_164,2.0,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-01-07 03:18:29,sensor_18,Hub_C,26.91,49.77,2.02,in-stock,138,ORD3406,2023-12-27 03:18:29,2024-01-11 03:18:29,2024-01-12 03:18:29,SUP_182,1.67,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-05-15 23:31:45,sensor_6,Hub_C,26.08,54.42,0.25,in-stock,91,ORD7267,2024-05-01 23:31:45,2024-05-17 23:31:45,2024-05-16 23:31:45,SUP_163,1.28,FedEx,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-07-22 20:11:09,sensor_47,Port_B,27.79,31.13,1.97,in-stock,150,ORD8385,2024-07-12 20:11:09,2024-07-26 20:11:09,2024-07-22 20:11:09,SUP_147,2.23,BlueDart,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-03-02 15:55:48,sensor_4,Warehouse_A,25.46,44.0,0.72,in-stock,381,ORD7136,2024-02-19 15:55:48,2024-03-05 15:55:48,2024-03-03 15:55:48,SUP_125,4.25,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-08-03 10:39:25,sensor_38,Port_B,28.8,47.08,5.1,in-stock,408,ORD6770,2024-07-27 10:39:25,2024-08-08 10:39:25,2024-08-13 10:39:25,SUP_199,1.64,FedEx,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-11-29 10:06:55,sensor_29,Warehouse_A,18.87,51.35,0.01,in-stock,357,ORD9977,2024-11-21 10:06:55,2024-12-02 10:06:55,2024-11-30 10:06:55,SUP_138,1.28,FedEx,delivered,Supply chain normal,Stable market,sunny,System normal,0
2025-01-16 01:21:52,sensor_30,Warehouse_A,31.44,45.77,0.34,low,9,ORD6770,2025-01-09 01:21:52,2025-01-18 01:21:52,2025-01-19 01:21:52,SUP_192,4.26,BlueDart,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-10-31 06:46:05,sensor_19,Hub_C,28.54,52.33,1.42,low,27,ORD1894,2024-10-23 06:46:05,2024-11-04 06:46:05,2024-10-31 06:46:05,SUP_149,3.55,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2025-02-24 14:15:50,sensor_15,Port_B,20.61,64.16,1.87,in-stock,363,ORD3048,2025-02-09 14:15:50,2025-02-27 14:15:50,2025-02-25 14:15:50,SUP_126,4.09,BlueDart,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-06-10 01:41:45,sensor_33,Warehouse_A,22.38,55.39,0.36,in-stock,203,ORD8572,2024-06-05 01:41:45,2024-06-11 01:41:45,2024-06-30 01:41:45,SUP_181,2.16,BlueDart,delayed,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-03-13 18:23:11,sensor_10,Hub_C,28.53,59.3,1.35,in-stock,208,ORD4084,2025-03-01 18:23:11,2025-03-18 18:23:11,2025-03-13 18:23:11,SUP_139,4.36,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-03-19 10:24:02,sensor_43,Hub_C,24.22,44.52,4.34,in-stock,140,ORD5423,2024-03-05 10:24:02,2024-03-24 10:24:02,2024-03-24 10:24:02,SUP_189,3.93,FedEx,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-05-25 18:30:17,sensor_13,Hub_C,19.89,39.43,0.53,in-stock,292,ORD2537,2024-05-12 18:30:17,2024-05-29 18:30:17,2024-05-28 18:30:17,SUP_142,1.66,DHL,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-07-22 11:24:05,sensor_5,Hub_C,20.11,39.92,0.12,in-stock,401,ORD3791,2024-07-14 11:24:05,2024-07-23 11:24:05,2024-08-06 11:24:05,SUP_178,3.16,DHL,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-07-28 10:26:20,sensor_27,Port_B,32.95,42.8,3.75,in-stock,103,ORD1281,2024-07-15 10:26:20,2024-08-02 10:26:20,2024-07-31 10:26:20,SUP_121,3.45,FedEx,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-11-29 04:14:37,sensor_16,Hub_C,24.46,46.22,1.17,in-stock,269,ORD3498,2024-11-16 04:14:37,2024-12-01 04:14:37,2024-12-02 04:14:37,SUP_131,2.19,UPS,in-transit,Supply chain normal,Stable market,sunny,System normal,0
2024-09-30 21:06:13,sensor_21,Port_B,23.18,67.11,2.91,low,34,ORD7944,2024-09-18 21:06:13,2024-10-04 21:06:13,2024-09-30 21:06:13,SUP_177,2.75,UPS,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-01 22:26:03,sensor_29,Port_B,29.75,16.12,0.4,in-stock,172,ORD6400,2024-06-22 22:26:03,2024-07-06 22:26:03,2024-07-03 22:26:03,SUP_192,4.86,DHL,delayed,Supply chain normal,Stable market,sunny,System normal,0
2024-05-26 08:30:57,sensor_11,Port_B,30.27,64.94,0.57,low,21,ORD1313,2024-05-18 08:30:57,2024-05-28 08:30:57,2024-05-29 08:30:57,SUP_193,4.19,FedEx,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-02-26 03:17:16,sensor_7,Port_B,18.68,71.92,2.13,low,10,ORD8760,2025-02-21 03:17:16,2025-03-01 03:17:16,2025-02-27 03:17:16,SUP_155,1.53,BlueDart,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2025-02-10 10:22:58,sensor_49,Port_B,37.77,43.58,1.17,low,19,ORD9991,2025-01-29 10:22:58,2025-02-15 10:22:58,2025-02-13 10:22:58,SUP_193,4.33,FedEx,delivered,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
2024-07-04 20:01:07,sensor_46,Port_B,18.95,52.46,4.11,in-stock,473,ORD8132,2024-06-23 20:01:07,2024-07-05 20:01:07,2024-07-04 20:01:07,SUP_182,3.86,UPS,delivered,Supply chain normal,Stable market,sunny,System normal,0
2024-11-29 23:03:19,sensor_40,Hub_C,31.35,60.89,3.08,in-stock,259,ORD9877,2024-11-20 23:03:19,2024-12-04 23:03:19,2024-11-30 23:03:19,SUP_102,4.71,FedEx,in-transit,Possible delay reported,Minor strikes reported,rainy,Warning threshold exceeded,1
